0	kingdom	phylum	class	order	family	genus	species	x	y	species_name
ncbi306901	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum	7.006237	0.4910617	Chaetomium globosum
ncbi306902	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Clavispora	Clavispora lusitaniae	13.423463	3.327489	Clavispora lusitaniae
ncbi30732	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias melastigma	21.147871	29.312593	Oryzias melastigma
ncbi3075	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	Auxenochlorella protothecoides	11.355636	32.774	Auxenochlorella protothecoides
ncbi307658	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Monomorium	Monomorium pharaonis	-10.817621	21.289341	Monomorium pharaonis
ncbi307959	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus rhinocerous	44.03905	23.275745	Sinocyclocheilus rhinocerous
ncbi308060	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx rowi	42.864426	24.600286	Apteryx rowi
ncbi31033	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Takifugu rubripes	43.40604	23.928251	Takifugu rubripes
ncbi310571	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus lanceolatus	18.469744	30.551786	Epinephelus lanceolatus
ncbi310752	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata	20.583992	30.08019	Balaenoptera acutorostrata
ncbi310915	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasianodon	Pangasianodon hypophthalmus	20.63299	32.927937	Pangasianodon hypophthalmus
ncbi31138	Metazoa	Chordata		Testudines	Emydidae	Trachemys	Trachemys scripta	21.604002	30.017935	Trachemys scripta
ncbi312017		Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila	12.319058	32.250908	Tetrahymena thermophila
ncbi31234	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis remanei	11.291162	33.651566	Caenorhabditis remanei
ncbi31271		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium chabaudi	30.177078	-3.4777133	Plasmodium chabaudi
ncbi318751	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella ornata	9.58255	2.2555416	Westerdykella ornata
ncbi321398	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata	42.811123	24.692072	Lepidothrix coronata
ncbi321614	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora nodorum	6.2994123	1.304981	Parastagonospora nodorum
ncbi3218	Viridiplantae	Streptophyta	Bryopsida	Funariales	Funariaceae	Physcomitrium	Physcomitrium patens	-6.0852003	4.706289	Physcomitrium patens
ncbi32201	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Carya	Carya illinoinensis	-5.835389	4.3374944	Carya illinoinensis
ncbi322104	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis	13.516056	3.3733234	Scheffersomyces stipitis
ncbi32260	Metazoa	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Venturia	Venturia canescens	-10.584262	19.652246	Venturia canescens
ncbi32264	Metazoa	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	Tetranychus urticae	12.186694	32.34673	Tetranychus urticae
ncbi32391	Metazoa	Arthropoda	Insecta	Hymenoptera	Braconidae	Cotesia	Cotesia glomerata	11.162522	33.60745	Cotesia glomerata
ncbi32473	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus couchianus	43.5755	23.709732	Xiphophorus couchianus
ncbi32507	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Neolamprologus	Neolamprologus brichardi	19.631582	30.103352	Neolamprologus brichardi
ncbi32536	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus	17.215826	30.549927	Acinonyx jubatus
ncbi326594	Metazoa	Arthropoda	Insecta	Hymenoptera	Agaonidae	Ceratosolen	Ceratosolen solmsi	-10.650335	19.666721	Ceratosolen solmsi
ncbi326645	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia childiae	9.063181	1.8957838	Daldinia childiae
ncbi326968	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus	Ziziphus jujuba	-5.7838764	4.7433715	Ziziphus jujuba
ncbi328815	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Manacus	Manacus vitellinus	42.755554	24.736177	Manacus vitellinus
ncbi330879	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus	6.3049517	2.733474	Aspergillus fumigatus
ncbi331117	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fischeri	6.246919	2.7504444	Aspergillus fischeri
ncbi33203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lilacinum	10.662685	2.4227526	Purpureocillium lilacinum
ncbi332648	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea	7.0880265	1.5133023	Botrytis cinerea
ncbi332952	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus	6.17869	2.997523	Aspergillus flavus
ncbi333668		Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	Theileria parva	30.61855	-2.4206052	Theileria parva
ncbi334116	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Vanessa	Vanessa tameamea	11.349735	33.68345	Vanessa tameamea
ncbi33412	Metazoa	Arthropoda	Insecta	Lepidoptera	Pieridae	Zerene	Zerene cesonia	17.33192	30.153046	Zerene cesonia
ncbi334819	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides	7.3713365	-0.1315716	Fusarium verticillioides
ncbi33528	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Gambusia	Gambusia affinis	21.465454	29.120096	Gambusia affinis
ncbi33562	Metazoa	Chordata	Mammalia	Microbiotheria	Microbiotheriidae	Dromiciops	Dromiciops gliroides	21.42807	29.06919	Dromiciops gliroides
ncbi336722	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici	10.1895895	2.9691048	Zymoseptoria tritici
ncbi336963	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii	11.548611	3.1970427	Uncinocarpus reesii
ncbi336983	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis	10.869978	33.50597	Colobus angolensis
ncbi341663	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus	6.3697567	2.7667558	Aspergillus terreus
ncbi342668	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Pseudogymnoascus	Pseudogymnoascus verrucosus	6.5661254	1.1620066	Pseudogymnoascus verrucosus
ncbi343691	Metazoa	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	Hermetia illucens	9.879388	36.33363	Hermetia illucens
ncbi344612	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus	7.4650097	2.7164135	Aspergillus clavatus
ncbi34506	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Strongyloides	Strongyloides ratti	11.022071	33.392887	Strongyloides ratti
ncbi345164	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco cherrug	42.71809	24.775137	Falco cherrug
ncbi34632	Metazoa	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus sanguineus	12.316278	32.2463	Rhipicephalus sanguineus
ncbi34638	Metazoa	Arthropoda	Arachnida	Mesostigmata	Phytoseiidae	Galendromus	Galendromus occidentalis	29.536375	-3.3421495	Galendromus occidentalis
ncbi3469	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver	Papaver somniferum	-6.099764	5.1467366	Papaver somniferum
ncbi34720	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Trachymyrmex	Trachymyrmex septentrionalis	-10.743692	21.145407	Trachymyrmex septentrionalis
ncbi347515		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania major	30.399607	-2.7692587	Leishmania major
ncbi34773	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Alosa	Alosa sapidissima	17.481228	30.608303	Alosa sapidissima
ncbi34816	Metazoa	Chordata	Actinopteri		Moronidae	Morone	Morone saxatilis	21.262577	29.30489	Morone saxatilis
ncbi3483	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	Cannabis sativa	-6.480083	4.5318217	Cannabis sativa
ncbi34839	Metazoa	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	Chinchilla lanigera	21.497732	29.123716	Chinchilla lanigera
ncbi348802	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala xenobiotica	10.274701	3.1150043	Exophiala xenobiotica
ncbi34884	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	Callorhinus	Callorhinus ursinus	17.380102	30.5363	Callorhinus ursinus
ncbi34886	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	Eumetopias	Eumetopias jubatus	17.329926	30.452381	Eumetopias jubatus
ncbi35005	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Thamnophis	Thamnophis elegans	17.503967	30.814213	Thamnophis elegans
ncbi35019	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Thamnophis	Thamnophis sirtalis	42.977684	24.428112	Thamnophis sirtalis
ncbi352472		Evosea	Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Dictyostelium	Dictyostelium discoideum	15.684151	4.9293513	Dictyostelium discoideum
ncbi353151		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium hominis	30.200808	-3.466	Cryptosporidium hominis
ncbi353152		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium parvum	30.177979	-3.5642354	Cryptosporidium parvum
ncbi353153		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi	30.60506	-2.4377503	Trypanosoma cruzi
ncbi35525	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna	-10.970061	21.04838	Daphnia magna
ncbi3555	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta	Beta vulgaris	-5.521551	4.88098	Beta vulgaris
ncbi35570	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Stomoxys	Stomoxys calcitrans	19.409597	32.69523	Stomoxys calcitrans
ncbi3562	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Spinacia	Spinacia oleracea	-6.317237	4.606782	Spinacia oleracea
ncbi35658	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mastomys	Mastomys coucha	19.59389	30.155676	Mastomys coucha
ncbi356909	Metazoa	Chordata	Aves	Passeriformes	Passeridae	Onychostruthus	Onychostruthus taczanowskii	21.950472	31.059517	Onychostruthus taczanowskii
ncbi35883	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea nil	-6.193293	4.669665	Ipomoea nil
ncbi35885	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea triloba	-5.66016	4.7855215	Ipomoea triloba
ncbi36050	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium poae	7.314443	-0.032681692	Fusarium poae
ncbi36176	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium plagiosum	19.620676	32.02253	Chiloscyllium plagiosum
ncbi36300	Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	Pelecanus crispus	44.087822	23.368473	Pelecanus crispus
ncbi36329		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	30.169422	-3.5243442	Plasmodium falciparum
ncbi3635	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium hirsutum	-6.2177334	4.207372	Gossypium hirsutum
ncbi3641	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Theobroma cacao	-6.354827	4.2634783	Theobroma cacao
ncbi3649	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Carica	Carica papaya	-6.1745806	4.491174	Carica papaya
ncbi3656	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis melo	-6.0013866	4.5730186	Cucumis melo
ncbi3659	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis	Cucumis sativus	-5.9824257	4.4497766	Cucumis sativus
ncbi3661	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita maxima	-5.871899	4.3843255	Cucurbita maxima
ncbi3662	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita moschata	-5.7669687	4.587848	Cucurbita moschata
ncbi3664	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo	-5.9271	4.5017967	Cucurbita pepo
ncbi367110	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa	9.262466	2.015358	Neurospora crassa
ncbi36723	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela erminea	21.259188	29.298918	Mustela erminea
ncbi3673	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica	Momordica charantia	-5.8659844	4.5458755	Momordica charantia
ncbi367775	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii	12.367506	2.9129367	Cryptococcus gattii
ncbi3694	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus trichocarpa	-6.1845765	4.4730964	Populus trichocarpa
ncbi37003	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Kryptolebias	Kryptolebias marmoratus	20.347591	30.465502	Kryptolebias marmoratus
ncbi3702	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana	-5.098249	4.60643	Arabidopsis thaliana
ncbi37029	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Prionailurus	Prionailurus bengalensis	17.248186	30.374475	Prionailurus bengalensis
ncbi37032	Metazoa	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	43.799004	23.430777	Suricata suricatta
ncbi370354		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba dispar	30.219318	-1.3693242	Entamoeba dispar
ncbi370355		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba invadens	30.15504	-1.5568521	Entamoeba invadens
ncbi37040	Metazoa	Chordata	Aves	Gaviiformes	Gaviidae	Gavia	Gavia stellata	44.03243	23.26215	Gavia stellata
ncbi3708	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica napus	-5.1115165	4.681067	Brassica napus
ncbi3711	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa	-5.080472	4.610283	Brassica rapa
ncbi3726	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus	-5.1240387	4.6246357	Raphanus sativus
ncbi37293	Metazoa	Chordata	Mammalia	Primates	Aotidae	Aotus	Aotus nancymaae	17.514797	30.60277	Aotus nancymaae
ncbi37344	Metazoa	Arthropoda	Insecta	Hymenoptera	Athaliidae	Athalia	Athalia rosae	17.066875	30.220179	Athalia rosae
ncbi3750	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus domestica	-5.7092786	4.371828	Malus domestica
ncbi3755	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus dulcis	-5.735189	5.2130485	Prunus dulcis
ncbi375764	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	Sphaeramia orbicularis	44.130314	22.782307	Sphaeramia orbicularis
ncbi3760	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus persica	-5.7465563	5.161578	Prunus persica
ncbi37621	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	Priapulidae	Priapulus	Priapulus caudatus	10.973928	33.409073	Priapulus caudatus
ncbi37653	Metazoa	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus bimaculoides	0.06862929	18.453232	Octopus bimaculoides
ncbi379508	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus	15.482862	5.494276	Lodderomyces elongisporus
ncbi379532	Metazoa	Chordata	Mammalia	Primates	Indriidae	Propithecus	Propithecus coquereli	19.766645	30.896702	Propithecus coquereli
ncbi381198	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser	Anser cygnoides	44.035507	23.229513	Anser cygnoides
ncbi3816	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Abrus	Abrus precatorius	-6.276092	4.546789	Abrus precatorius
ncbi3818	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis hypogaea	-5.5829434	4.6800656	Arachis hypogaea
ncbi3821	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cajanus	Cajanus cajan	-6.0183635	4.8825073	Cajanus cajan
ncbi3827	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer arietinum	-6.2415347	5.1025133	Cicer arietinum
ncbi38358	Metazoa	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia coprophila	-0.4146837	18.359156	Bradysia coprophila
ncbi383855	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora fijiensis	6.8040805	2.4154754	Pseudocercospora fijiensis
ncbi3847	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max	-6.1531353	4.813268	Glycine max
ncbi3848	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine soja	-6.1364017	4.7725134	Glycine soja
ncbi38626	Metazoa	Chordata	Mammalia	Diprotodontia	Phascolarctidae	Phascolarctos	Phascolarctos cinereus	21.157804	29.221382	Phascolarctos cinereus
ncbi38654	Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator	Alligator sinensis	30.241964	-1.3887078	Alligator sinensis
ncbi386614	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Amblyraja	Amblyraja radiata	20.605217	32.91963	Amblyraja radiata
ncbi38674	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Onychomys	Onychomys torridus	19.599598	30.147022	Onychomys torridus
ncbi3871	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	Lupinus angustifolius	-5.8806543	5.134746	Lupinus angustifolius
ncbi38727	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum	Panicum virgatum	-6.4084606	5.1768804	Panicum virgatum
ncbi3880	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	Medicago truncatula	-6.2832966	4.5809484	Medicago truncatula
ncbi3885	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus vulgaris	-5.8529463	5.1769156	Phaseolus vulgaris
ncbi390379	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Thalassophryne amazonica	21.054909	29.400185	Thalassophryne amazonica
ncbi390896	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	Trematosphaeria pertusa	6.3743763	1.3062707	Trematosphaeria pertusa
ncbi391180	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	Enhydra lutris	21.23823	29.114677	Enhydra lutris
ncbi3914	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	Vigna angularis	-5.704804	5.0640144	Vigna angularis
ncbi3916	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	Vigna radiata	-5.3776464	4.8317666	Vigna radiata
ncbi3917	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna	Vigna unguiculata	-5.841757	5.1384277	Vigna unguiculata
ncbi39432	Metazoa	Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri boliviensis	17.317133	30.351082	Saimiri boliviensis
ncbi396416	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus pyrosoma	-10.97985	21.054888	Bombus pyrosoma
ncbi3981	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hevea	Hevea brasiliensis	-5.9190316	4.537839	Hevea brasiliensis
ncbi3983	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Manihot	Manihot esculenta	-5.3818517	4.3848224	Manihot esculenta
ncbi398673	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma gamsii	8.8992195	2.2489092	Trichoderma gamsii
ncbi3988	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Ricinus	Ricinus communis	-5.906007	4.360158	Ricinus communis
ncbi39947	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza	Oryza sativa	-6.242492	5.3513207	Oryza sativa
ncbi400682	Metazoa	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon queenslandica	29.487427	-3.2931616	Amphimedon queenslandica
ncbi400727	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea canaliculata	-0.44640976	18.292551	Pomacea canaliculata
ncbi40151	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	Monodon	Monodon monoceros	21.51947	29.158152	Monodon monoceros
ncbi402676	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomyces japonicus	15.320031	5.1231914	Schizosaccharomyces japonicus
ncbi40302	Fungi	Microsporidia			Nosematidae	Vairimorpha	Vairimorpha ceranae	30.526344	-2.5324771	Vairimorpha ceranae
ncbi403677		Oomycota		Peronosporales	Peronosporaceae	Phytophthora	Phytophthora infestans	13.270873	4.733849	Phytophthora infestans
ncbi40690	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Trematomus	Trematomus bernacchii	17.278097	30.439285	Trematomus bernacchii
ncbi4072	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum	Capsicum annuum	-5.6402044	4.932658	Capsicum annuum
ncbi4081	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum lycopersicum	-5.8445206	5.078034	Solanum lycopersicum
ncbi4096	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	Nicotiana sylvestris	-5.785104	4.962887	Nicotiana sylvestris
ncbi4097	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	Nicotiana tabacum	-5.7925057	4.90159	Nicotiana tabacum
ncbi4098	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	Nicotiana tomentosiformis	-5.9666524	4.719522	Nicotiana tomentosiformis
ncbi409849	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Periophthalmus	Periophthalmus magnuspinnatus	18.318027	30.536598	Periophthalmus magnuspinnatus
