0	kingdom	phylum	class	order	family	genus	species	subclass	superkingdom	x	y	species_name
ncbi1245769	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea lanzarotensis		Eukaryota	0.9809428	0.36238798	Lachancea lanzarotensis
ncbi1250792	Metazoa	Chordata	Actinopteri	Atheriniformes	Melanotaeniidae	Melanotaenia	Melanotaenia boesemani	Neopterygii	Eukaryota	-3.1898289	15.176706	Melanotaenia boesemani
ncbi1257118		Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii		Eukaryota	-1.8489742	2.6725733	Acanthamoeba castellanii
ncbi125878	Metazoa	Chordata	Amphibia	Anura	Dicroglossidae	Nanorana	Nanorana parkeri		Eukaryota	-10.404484	6.430534	Nanorana parkeri
ncbi125945	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila biarmipes	Pterygota	Eukaryota	-4.7462473	16.867624	Drosophila biarmipes
ncbi1263415	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon pusillum	Chaetothyriomycetidae	Eukaryota	3.5213294	-2.0732849	Endocarpon pusillum
ncbi127582	Metazoa	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus manatus		Eukaryota	-2.2947726	13.357905	Trichechus manatus
ncbi1276141	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium brunneum	Hypocreomycetidae	Eukaryota	4.1010056	-2.2712379	Metarhizium brunneum
ncbi1277687	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma flocculosa		Eukaryota	1.8257562	1.7450634	Pseudozyma flocculosa
ncbi1279043	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora carrionii	Chaetothyriomycetidae	Eukaryota	4.3972483	-3.024793	Cladophialophora carrionii
ncbi1279085	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	Hypocreomycetidae	Eukaryota	8.428748	-6.525996	Fusarium fujikuroi
ncbi1280837	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	Meira miltonrushii		Eukaryota	2.658987	-1.9003754	Meira miltonrushii
ncbi128390	Metazoa	Chordata	Aves	Pelecaniformes	Threskiornithidae	Nipponia	Nipponia nippon		Eukaryota	-10.493894	6.142826	Nipponia nippon
ncbi1286976	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum	Sordariomycetidae	Eukaryota	8.046063	-5.833406	Phaeoacremonium minimum
ncbi129105	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila santomea	Pterygota	Eukaryota	-4.8139057	16.921013	Drosophila santomea
ncbi1295528	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus wingfieldii		Eukaryota	2.667116	-2.045608	Cryptococcus wingfieldii
ncbi1295533	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus amylolentus		Eukaryota	2.6656702	-2.0719054	Cryptococcus amylolentus
ncbi12957	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Atta	Atta cephalotes	Pterygota	Eukaryota	0.91995305	6.179329	Atta cephalotes
ncbi1296096	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella pini		Eukaryota	2.792214	-2.281987	Kwoniella pini
ncbi1296100	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella bestiolae		Eukaryota	2.800865	-2.2855759	Kwoniella bestiolae
ncbi1296121	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella dejecticola		Eukaryota	2.8131163	-2.304564	Kwoniella dejecticola
ncbi1296122	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella mangrovensis		Eukaryota	2.804637	-2.2982378	Kwoniella mangrovensis
ncbi12968			Bigyra	Opalinata	Blastocystidae	Blastocystis	Blastocystis hominis		Eukaryota	-1.6635705	2.252961	Blastocystis hominis
ncbi1299270	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga		Eukaryota	2.3703432	-1.80253	Wallemia ichthyophaga
ncbi130081		Rhodophyta	Bangiophyceae	Galdieriales	Galdieriaceae	Galdieria	Galdieria sulphuraria		Eukaryota	-1.5091822	3.4455385	Galdieria sulphuraria
ncbi130453	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis duranensis		Eukaryota	15.911336	11.169067	Arachis duranensis
ncbi130454	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis ipaensis		Eukaryota	15.971481	11.106296	Arachis ipaensis
ncbi1305764	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis		Eukaryota	1.8163725	1.7471223	Pseudozyma hubeiensis
ncbi130825	Metazoa	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona curzoniae		Eukaryota	-4.1972685	16.05783	Ochotona curzoniae
ncbi13146	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	Melopsittacus	Melopsittacus undulatus		Eukaryota	2.5775409	7.386451	Melopsittacus undulatus
ncbi1314773	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus	Hypocreomycetidae	Eukaryota	5.069334	-3.5258806	Sodiomyces alkalinus
ncbi1314785	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus		Eukaryota	3.0437214	-3.6469517	Laetiporus sulphureus
ncbi1314786	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium aciculare	Dothideomycetidae	Eukaryota	3.9574018	-2.510956	Dissoconium aciculare
ncbi13164	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Myzus	Myzus persicae	Pterygota	Eukaryota	0.64345443	4.679231	Myzus persicae
ncbi1316788	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula	Lachnellula hyalina		Eukaryota	6.7009544	-3.7581377	Lachnellula hyalina
ncbi132113	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus impatiens	Pterygota	Eukaryota	-0.07204101	5.112683	Bombus impatiens
ncbi132259	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudotamarii	Eurotiomycetidae	Eukaryota	8.581516	-3.6677227	Aspergillus pseudotamarii
ncbi1328760	Fungi	Ascomycota	Xylonomycetes	Xylonales	Xylonaceae	Xylona	Xylona heveae		Eukaryota	3.5419738	-2.1890311	Xylona heveae
ncbi132908	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus vampyrus		Eukaryota	-3.3980873	14.08109	Pteropus vampyrus
ncbi13333	Viridiplantae	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	Amborella trichopoda		Eukaryota	15.367306	10.549768	Amborella trichopoda
ncbi133434	Metazoa	Echinodermata	Asteroidea	Valvatida	Acanthasteridae	Acanthaster	Acanthaster planci		Eukaryota	2.7223537	5.4187284	Acanthaster planci
ncbi133901	Metazoa	Arthropoda	Insecta	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis	Pterygota	Eukaryota	0.8317531	5.24652	Frankliniella occidentalis
ncbi13397	Metazoa	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Carcharodon	Carcharodon carcharias	Elasmobranchii	Eukaryota	1.6288648	9.923326	Carcharodon carcharias
ncbi1340429	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus		Eukaryota	-2.6162424	2.7017481	Rhizopus microsporus
ncbi1341132	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus welwitschiae	Eurotiomycetidae	Eukaryota	7.5586495	-2.8528194	Aspergillus welwitschiae
ncbi13443	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coffea	Coffea arabica		Eukaryota	15.37662	10.552333	Coffea arabica
ncbi1344418	Fungi	Ascomycota	Saccharomycetes	Ascoideales	Ascoideaceae	Ascoidea	Ascoidea rubescens		Eukaryota	0.31414673	1.6640862	Ascoidea rubescens
ncbi134920	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Pungitius	Pungitius pungitius	Neopterygii	Eukaryota	0.87084454	9.7021055	Pungitius pungitius
ncbi13502	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Brettanomyces	Brettanomyces nanus		Eukaryota	0.9475265	0.12997204	Brettanomyces nanus
ncbi1354746	Fungi	Microsporidia			Ordosporidae	Ordospora	Ordospora colligata		Eukaryota	-3.2596061	2.418616	Ordospora colligata
ncbi136037	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	Zootermopsis	Zootermopsis nevadensis	Pterygota	Eukaryota	0.7368777	5.9105167	Zootermopsis nevadensis
ncbi13616	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	Monodelphis domestica		Eukaryota	-1.3546047	8.837122	Monodelphis domestica
ncbi13632	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	Lucilia sericata	Pterygota	Eukaryota	-0.07991827	15.532661	Lucilia sericata
ncbi1365824	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma	Kalmanozyma brasiliensis		Eukaryota	1.8671935	1.7067574	Kalmanozyma brasiliensis
ncbi1367422	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea erecta	Chaetothyriomycetidae	Eukaryota	4.4270005	-3.0021024	Fonsecaea erecta
ncbi13686	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Solenopsis	Solenopsis invicta	Pterygota	Eukaryota	0.95401525	6.2702727	Solenopsis invicta
ncbi13735	Metazoa	Chordata		Testudines	Trionychidae	Pelodiscus	Pelodiscus sinensis	Testudinata	Eukaryota	-10.312438	8.006046	Pelodiscus sinensis
ncbi1380566	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Pochonia	Pochonia chlamydosporia	Hypocreomycetidae	Eukaryota	5.5665035	-3.2747262	Pochonia chlamydosporia
ncbi1382522	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Kuraishia	Kuraishia capsulata		Eukaryota	1.2797246	-1.0652684	Kuraishia capsulata
ncbi1388766	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Eurotiomycetidae	Eukaryota	7.8631434	-3.282286	Aspergillus ruber
ncbi1392243	Fungi	Ascomycota	Dothideomycetes	Eremomycetales	Eremomycetaceae	Eremomyces	Eremomyces bilateralis		Eukaryota	4.708942	-3.240441	Eremomyces bilateralis
ncbi1392245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Dothidotthia	Dothidotthia symphoricarpi	Pleosporomycetidae	Eukaryota	7.2954454	-4.655445	Dothidotthia symphoricarpi
ncbi1392248	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus campestris	Eurotiomycetidae	Eukaryota	8.396255	-3.7436264	Aspergillus campestris
ncbi1392250	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus steynii	Eurotiomycetidae	Eukaryota	8.559564	-3.7915335	Aspergillus steynii
ncbi1392255	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novofumigatus	Eurotiomycetidae	Eukaryota	8.630518	-3.7766762	Aspergillus novofumigatus
ncbi1392256	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceoroseus	Eurotiomycetidae	Eukaryota	7.486648	-2.834557	Aspergillus ochraceoroseus
ncbi139641	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis byssoidea		Eukaryota	6.5531015	-3.8212283	Botrytis byssoidea
ncbi139649	Metazoa	Arthropoda	Insecta	Diptera	Diopsidae	Teleopsis	Teleopsis dalmanni	Pterygota	Eukaryota	0.8690986	8.567449	Teleopsis dalmanni
ncbi1397361	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix schenckii	Sordariomycetidae	Eukaryota	5.3498683	-3.529928	Sporothrix schenckii
ncbi1398154	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix brasiliensis	Sordariomycetidae	Eukaryota	5.2613316	-3.5374796	Sporothrix brasiliensis
ncbi139825	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae	Sparassis	Sparassis crispa		Eukaryota	3.0138373	-3.4929001	Sparassis crispa
ncbi1408163	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia emersonii	Eurotiomycetidae	Eukaryota	4.6784015	-3.0629725	Rasamsonia emersonii
ncbi1408657	Fungi	Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis jirovecii		Eukaryota	0.9539357	0.503531	Pneumocystis jirovecii
ncbi1408658	Fungi	Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis carinii		Eukaryota	0.95981425	0.49814802	Pneumocystis carinii
ncbi1410327		Evosea	Eumycetozoa	Acytosteliales	Acytosteliaceae	Acytostelium	Acytostelium subglobosum		Eukaryota	-0.10593062	2.0597024	Acytostelium subglobosum
ncbi1415580	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	Microcaecilia	Microcaecilia unicolor		Eukaryota	-10.454507	6.12695	Microcaecilia unicolor
ncbi143291	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus vampyrus		Eukaryota	-3.4158623	14.103577	Pteropus vampyrus
ncbi143292	Metazoa	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla		Eukaryota	-2.3955908	15.627488	Manis pentadactyla
ncbi143302	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	Condylura	Condylura cristata		Eukaryota	0.2041784	10.00545	Condylura cristata
ncbi1437191	Metazoa	Arthropoda	Insecta	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	Pterygota	Eukaryota	0.9232858	6.228635	Osmia bicornis
ncbi143948	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Diuraphis	Diuraphis noxia	Pterygota	Eukaryota	0.69630986	4.703625	Diuraphis noxia
ncbi143950	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Sipha	Sipha flava	Pterygota	Eukaryota	0.62341124	4.681082	Sipha flava
ncbi143995	Metazoa	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile rotundata	Pterygota	Eukaryota	0.922388	6.20951	Megachile rotundata
ncbi144034	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Pogonomyrmex	Pogonomyrmex barbatus	Pterygota	Eukaryota	-0.013698142	5.1163526	Pogonomyrmex barbatus
ncbi1441469	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces atroroseus	Eurotiomycetidae	Eukaryota	7.2605896	-2.9278932	Talaromyces atroroseus
ncbi144197	Metazoa	Chordata	Actinopteri		Pomacentridae	Stegastes	Stegastes partitus	Neopterygii	Eukaryota	-10.124454	8.574939	Stegastes partitus
ncbi1442368	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea pedrosoi	Chaetothyriomycetidae	Eukaryota	4.3321424	-2.954776	Fonsecaea pedrosoi
ncbi1442369	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei	Chaetothyriomycetidae	Eukaryota	4.2777095	-2.9100838	Rhinocladiella mackenziei
ncbi1442370	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana	Chaetothyriomycetidae	Eukaryota	4.354633	-2.9704416	Cladophialophora bantiana
ncbi1442371	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea multimorphosa	Chaetothyriomycetidae	Eukaryota	4.398186	-3.0133994	Fonsecaea multimorphosa
ncbi1448310	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoniger	Eurotiomycetidae	Eukaryota	7.5149446	-2.8348267	Aspergillus neoniger
ncbi1448311	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus vadensis	Eurotiomycetidae	Eukaryota	7.5641375	-2.8553052	Aspergillus vadensis
ncbi1448312	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus japonicus	Eurotiomycetidae	Eukaryota	7.350506	-2.9932961	Aspergillus japonicus
ncbi1448313	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus piperis	Eurotiomycetidae	Eukaryota	7.5038643	-2.8891115	Aspergillus piperis
ncbi1448314	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus eucalypticola	Eurotiomycetidae	Eukaryota	7.4928184	-2.8821352	Aspergillus eucalypticola
ncbi1448315	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus uvarum	Eurotiomycetidae	Eukaryota	7.353719	-2.9775212	Aspergillus uvarum
ncbi1448316	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ibericus	Eurotiomycetidae	Eukaryota	7.5272565	-2.807385	Aspergillus ibericus
ncbi1448317	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus costaricensis	Eurotiomycetidae	Eukaryota	7.48335	-2.8608537	Aspergillus costaricensis
ncbi1448319	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fijiensis	Eurotiomycetidae	Eukaryota	7.250096	-2.9163346	Aspergillus fijiensis
ncbi1448321	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heteromorphus	Eurotiomycetidae	Eukaryota	7.4773774	-2.8296824	Aspergillus heteromorphus
ncbi1448322	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatinus	Eurotiomycetidae	Eukaryota	7.377666	-2.9336007	Aspergillus aculeatinus
ncbi1450172	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Aaosphaeria	Aaosphaeria arxii	Pleosporomycetidae	Eukaryota	7.3536654	-4.4928274	Aaosphaeria arxii
ncbi1450533	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	Eurotiomycetidae	Eukaryota	7.5852866	-2.8442643	Aspergillus niger
ncbi1450534	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brunneoviolaceus	Eurotiomycetidae	Eukaryota	7.3709855	-2.992944	Aspergillus brunneoviolaceus
ncbi1450535	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotioniger	Eurotiomycetidae	Eukaryota	7.533323	-2.7911584	Aspergillus sclerotioniger
ncbi1450536	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	Guyanagaster necrorhizus	Agaricomycetidae	Eukaryota	3.3925195	-3.9025798	Guyanagaster necrorhizus
ncbi1450537	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus	Eurotiomycetidae	Eukaryota	7.3922653	-3.0700438	Aspergillus homomorphus
ncbi1450539	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus saccharolyticus	Eurotiomycetidae	Eukaryota	7.199513	-2.9685762	Aspergillus saccharolyticus
ncbi145388	Viridiplantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	Monoraphidium neglectum		Eukaryota	4.659278	8.744696	Monoraphidium neglectum
ncbi1460663	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa	Pleosporomycetidae	Eukaryota	7.3059826	-4.548657	Paraphaeosphaeria sporulosa
ncbi1463999	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis sinoallii		Eukaryota	6.615343	-3.8096082	Botrytis sinoallii
ncbi146911	Metazoa	Chordata	Lepidosauria	Squamata	Gekkonidae	Gekko	Gekko japonicus		Eukaryota	-10.465832	6.1547894	Gekko japonicus
ncbi1477025	Metazoa	Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Hyposmocoma	Hyposmocoma kahamanoa	Pterygota	Eukaryota	-0.019070404	8.771171	Hyposmocoma kahamanoa
ncbi148305	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia grisea	Sordariomycetidae	Eukaryota	5.6608186	-3.7860541	Pyricularia grisea
ncbi1485682	Fungi	Microsporidia				Mitosporidium	Mitosporidium daphniae		Eukaryota	-2.6601088	1.1210089	Mitosporidium daphniae
ncbi148594	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco naumanni		Eukaryota	3.2000945	5.820355	Falco naumanni
ncbi1486046	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila subpulchrella	Pterygota	Eukaryota	-4.7308836	16.827005	Drosophila subpulchrella
ncbi149040	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia	Mollisia scopiformis		Eukaryota	6.766871	-3.5680227	Mollisia scopiformis
ncbi150288	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Boleophthalmus	Boleophthalmus pectinirostris	Neopterygii	Eukaryota	-10.526035	8.375042	Boleophthalmus pectinirostris
ncbi1506151	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudonomiae	Eurotiomycetidae	Eukaryota	8.568561	-3.6886353	Aspergillus pseudonomiae
ncbi1509407	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae	Eurotiomycetidae	Eukaryota	8.622436	-3.6438842	Aspergillus nomiae
ncbi1517512	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoviridinutans	Eurotiomycetidae	Eukaryota	8.614889	-3.7547739	Aspergillus pseudoviridinutans
ncbi151771	Metazoa	Cnidaria	Anthozoa	Malacalcyonacea	Nephtheidae	Dendronephthya	Dendronephthya gigantea	Octocorallia	Eukaryota	-10.220548	6.2818465	Dendronephthya gigantea
ncbi1518534	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles coluzzii	Pterygota	Eukaryota	-1.0077616	15.718353	Anopheles coluzzii
ncbi1522189	Fungi	Basidiomycota	Exobasidiomycetes	Ceraceosorales	Ceraceosoraceae	Ceraceosorus	Ceraceosorus guamensis		Eukaryota	2.7055297	-1.9167986	Ceraceosorus guamensis
ncbi1529436	Metazoa	Echinodermata	Crinoidea	Comatulida	Comatulidae	Anneissia	Anneissia japonica	Articulata	Eukaryota	2.8109217	5.453318	Anneissia japonica
ncbi15368	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Brachypodium	Brachypodium distachyon	Petrosaviidae	Eukaryota	16.063826	11.018047	Brachypodium distachyon
ncbi1537102		Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	Theileria equi		Eukaryota	-3.4529624	2.9781961	Theileria equi
ncbi156304	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Ceratina	Ceratina calcarata	Pterygota	Eukaryota	0.61078036	8.078774	Ceratina calcarata
ncbi156563	Metazoa	Chordata	Aves	Passeriformes	Paridae	Cyanistes	Cyanistes caeruleus		Eukaryota	-10.493617	6.0575695	Cyanistes caeruleus
ncbi156630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens	Pleosporomycetidae	Eukaryota	7.3286986	-4.5890956	Alternaria arborescens
ncbi1567544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium tjaetaba	Hypocreomycetidae	Eukaryota	8.413513	-6.5555334	Fusarium tjaetaba
ncbi1569628	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales		Jaminaea	Jaminaea rosea		Eukaryota	3.0293694	-2.9007416	Jaminaea rosea
ncbi157072		Oomycota		Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces invadans		Eukaryota	3.0089304	4.7828703	Aphanomyces invadans
